20,21,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,23,27,20,18,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,19,20,20,14,1,5,1,15,20,20,20,20,20,20
21,13,31,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,31,10,27,20,20,20,20,18,20,20,20,20,20,20,31,10,25,13,31,10,11,1,1,1,15,20,19,20,20,20,20
13,31,11,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,23,11,3,15,20,20,20,20,20,20,20,20,20,31,10,11,1,9,10,11,1,1,1,1,6,30,21,13,20,20,20,20
20,14,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,6,30,20,20,20,20,19,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,23,25,13,20,20,20,20,20
20,14,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20,20,20,20,21,13,20,20,20,31,11,1,1,2,1,1,1,1,1,1,1,1,9,27,20,20,20,20,20
20,14,1,1,5,1,1,1,1,1,1,1,1,1,3,1,3,1,1,15,20,20,20,20,21,13,20,20,20,31,11,1,2,1,1,1,1,1,1,1,1,1,1,1,15,20,20,20,20,20
21,22,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,15,20,20,20,20,18,20,20,20,20,14,1,1,1,1,5,1,1,1,1,1,1,1,1,1,23,27,20,20,20,20
13,33,34,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,15,20,20,20,20,20,20,20,20,20,33,36,34,1,1,1,1,1,1,1,1,1,1,1,1,1,15,20,20,20,20
20,20,33,34,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,15,20,20,20,20,20,20,20,20,31,10,25,22,1,1,1,1,1,1,1,1,1,1,1,1,1,15,20,20,20,20
20,20,20,14,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20,20,20,20,20,20,20,20,14,1,9,11,1,1,1,1,1,1,1,2,1,1,4,1,1,15,20,20,20,20
20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20,20,20,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,15,20,20,20,20
20,20,20,14,1,1,1,1,1,1,1,1,2,1,1,1,1,15,20,20,20,20,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,20,20,20,20
20,20,20,33,34,1,1,1,1,1,1,1,1,1,1,1,6,30,20,19,20,20,20,20,20,20,20,20,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,30,20,20,20,20
20,20,20,20,33,36,7,8,1,1,5,1,1,6,36,36,30,20,21,13,20,20,20,20,20,20,20,20,14,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,15,20,20,20,20,20
20,20,20,20,20,21,13,14,1,1,1,1,6,30,20,20,20,21,13,20,20,20,20,20,20,20,20,20,33,34,1,1,1,1,1,1,1,2,1,1,1,1,1,1,15,20,20,20,20,20
20,20,20,20,21,13,20,28,29,36,36,36,30,20,31,10,27,18,20,20,20,20,20,20,20,20,20,20,20,14,1,1,1,3,1,1,1,1,1,2,1,1,1,6,30,20,20,20,20,20
20,20,20,21,13,20,16,13,20,20,20,20,20,20,14,4,15,20,20,20,20,20,20,20,20,20,20,20,20,14,1,1,3,1,1,1,1,1,1,1,1,1,1,15,20,20,20,20,20,20
20,20,20,18,20,20,20,20,20,20,20,20,20,20,33,36,30,20,20,20,20,20,20,20,20,20,20,20,20,33,34,1,1,1,1,1,1,1,1,1,1,6,36,30,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,36,36,34,1,1,1,1,1,6,36,30,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,31,10,25,13,20,20,28,36,36,36,36,36,30,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,19,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,21,22,2,15,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,21,13,20,20,16,13,20,20,20,20,20,20,20,20,20,20,20,20,16,13,33,36,30,20,16,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,21,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
