1,1,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,24,41,41,41,41,41,41,41,41,41,25,2,24,41,41,41,41,25,1,1,59
1,58,58,58,1,3,1,1,18,19,19,19,19,20,1,1,1,5,1,1,1,1,1,3,24,41,41,41,41,41,41,41,41,41,30,31,29,41,41,41,41,25,1,1,1
1,58,1,1,1,1,18,19,14,7,7,7,7,13,19,20,1,1,1,1,1,3,1,1,24,41,41,41,41,41,41,41,41,41,42,43,46,41,41,41,41,25,1,58,1
1,1,1,58,1,18,14,7,7,8,7,7,7,7,7,17,1,1,1,1,1,1,1,2,24,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,25,58,59,1
59,1,1,1,1,6,7,7,7,7,7,7,7,7,7,13,19,19,19,20,1,1,1,1,1,37,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,25,1,59,1
1,1,1,3,1,6,7,7,7,7,7,15,22,16,7,7,7,7,7,13,20,1,1,1,1,24,41,41,41,41,41,41,41,41,41,41,41,41,41,41,36,1,1,1,1
5,1,1,18,19,14,7,7,11,7,7,17,3,6,7,7,10,7,7,7,17,1,1,1,1,1,37,41,41,41,41,41,41,41,41,41,41,41,41,41,25,1,1,5,1
1,1,1,6,7,7,7,7,7,11,7,13,19,14,7,7,7,7,7,7,17,1,1,1,1,1,2,35,41,41,41,41,41,41,41,41,41,41,41,41,25,3,1,1,1
1,1,1,6,7,7,7,7,8,7,7,7,7,7,7,7,7,7,10,7,17,1,1,1,1,1,1,1,37,41,41,41,41,41,41,41,41,41,41,41,25,1,5,1,1
1,4,1,6,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,15,23,1,1,1,1,1,1,1,24,41,41,41,41,41,41,41,41,41,41,41,25,1,1,1,1
1,1,3,21,16,7,12,10,7,7,7,8,7,7,7,7,7,7,7,17,1,1,1,1,1,1,1,1,24,41,41,41,41,41,41,41,41,41,41,41,25,1,1,1,1
2,1,1,1,6,7,7,7,7,7,7,11,7,7,7,8,7,7,7,17,1,1,1,1,1,1,1,1,1,39,35,41,41,41,41,41,41,41,36,39,1,1,1,3,1
1,1,4,1,6,7,7,8,7,12,7,7,7,7,7,7,7,15,22,23,1,1,18,19,20,1,1,1,1,1,2,39,35,41,41,41,41,41,25,1,1,1,2,1,1
1,1,1,1,6,7,7,7,7,7,7,7,7,15,22,22,22,23,1,1,1,1,6,8,13,20,1,1,1,1,1,1,5,39,39,39,39,39,5,1,1,1,1,1,1
4,1,3,1,21,22,16,10,8,7,15,22,22,23,2,1,1,1,1,1,1,1,21,22,22,23,1,1,59,1,58,1,1,1,1,1,1,1,1,1,1,1,59,1,1
1,2,1,1,2,1,21,22,22,22,23,1,1,1,1,3,1,1,1,58,1,1,1,1,1,1,1,1,1,58,58,59,1,59,1,1,1,58,1,5,1,1,1,1,1
1,1,4,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,58,58,1,1,58,1,1,1,1,1,58,58,59,58,58,1,1,59,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
